Lease_ID;Building;Address;City;Postal_code;Churned;Lease_Start;Lease_Release;Size;Rent_Begin;Rent_Latest;Rent_Begin_sqm;Rent_Latest_sqm;Floor_level;Construction_year;Rooms;#_Apartments;Lease_Term;Tenure;Tenant1_Age;Tenant2_Age;Tenant3_Age;Tenant1_Gender;Tenant2_Gender;Tenant3_Gender;Tenant_Age(s);Tenant_Gender
180-10-32-4;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 2;Aarhus N;8200;1;01/08/2018;28/02/2022;77;105600;107964,84;1371;1402;1;2004;4;52;28/11/2021;39;21;;;1;;;21;Female
180-10-32-6;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 2;Aarhus N;8200;1;01/03/2022;30/11/2022;77;102000;102000;1325;1325;1;2004;4;52;30/08/2022;5;33;33;;1;0;;33;Both
180-10-32-8;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 2;Aarhus N;8200;0;01/12/2022;;77;103200;103200;1340;1340;1;2004;4;52;;11;30;35;;0;1;;33;Both
180-10-33-2;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 3;Aarhus N;8200;1;01/07/2009;28/02/2011;77;89340;95700;1160;1243;1;2004;4;52;28/11/2010;16;20;21;;1;1;;21;Female
180-10-33-4;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 3;Aarhus N;8200;1;01/03/2011;28/02/2015;77;92016;103572;1195;1345;1;2004;4;52;28/11/2014;44;25;22;;1;0;;24;Both
180-10-33-6;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 3;Aarhus N;8200;1;01/03/2015;31/07/2018;77;102516;110400;1331;1434;1;2004;4;52;30/04/2018;37;28;27;;0;1;;28;Both
180-10-33-8;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 3;Aarhus N;8200;1;01/07/2018;31/03/2020;77;110400;111583,56;1434;1449;1;2004;4;52;31/12/2019;17;20;20;;1;0;;20;Both
180-10-33-10;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 3;Aarhus N;8200;1;01/04/2020;31/07/2021;77;111540;111755,4;1449;1451;1;2004;4;52;30/04/2021;12;29;23;;0;1;;26;Both
180-10-33-12;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 3;Aarhus N;8200;0;01/08/2021;;77;111540;124499,88;1449;1617;1;2004;4;52;;27;31;;;0;;;31;Male
180-10-34-2;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 4;Aarhus N;8200;1;01/03/2009;28/02/2010;77;89340;92460;1160;1201;1;2004;4;52;28/11/2009;8;23;21;;1;1;;22;Female
180-10-34-4;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 4;Aarhus N;8200;1;01/03/2010;28/02/2013;77;92016;100548;1195;1306;1;2004;4;52;28/11/2012;32;30;33;;1;0;;32;Both
180-10-34-6;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 4;Aarhus N;8200;1;01/03/2013;31/07/2014;77;97320;100236;1264;1302;1;2004;4;52;30/04/2014;13;24;24;12;0;0;1;20;Both
180-10-34-8;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 4;Aarhus N;8200;1;01/08/2014;30/06/2015;77;98172;100632;1275;1307;1;2004;4;52;30/03/2015;7;20;18;;0;1;;19;Both
180-10-34-10;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 4;Aarhus N;8200;1;01/07/2015;31/05/2021;77;100140;116136;1301;1508;1;2004;4;52;28/02/2021;67;17;;;0;;;17;Male
180-10-34-12;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 4;Aarhus N;8200;1;01/06/2021;31/03/2023;77;103200;108834,48;1340;1413;1;2004;4;52;31/12/2022;18;23;21;24;0;0;0;23;Male
180-10-34-14;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 4;Aarhus N;8200;0;01/04/2023;;77;104400;104400;1356;1356;1;2004;4;52;;7;18;19;;1;0;;19;Both
180-10-35-2;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 5;Aarhus N;8200;1;01/07/2006;31/07/2009;77;86316;95712;1121;1243;1;2004;4;52;30/04/2009;33;;;;;;;;
180-10-35-4;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 5;Aarhus N;8200;1;01/08/2009;31/01/2012;77;89340;92460;1160;1201;1;2004;4;52;31/10/2011;26;;;;;;;;
180-10-35-6;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 5;Aarhus N;8200;1;15/01/2012;30/04/2015;77;92460;102516;1201;1331;1;2004;4;52;30/01/2015;36;;;;;;;;
180-10-35-8;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 5;Aarhus N;8200;1;01/05/2015;31/05/2017;77;100140;105216;1301;1366;1;2004;4;52;28/02/2017;21;;;;;;;;
180-10-35-10;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 5;Aarhus N;8200;1;01/06/2017;31/08/2022;77;103752;103200;1347;1340;1;2004;4;52;31/05/2022;59;28;25;;0;1;;27;Both
180-10-35-12;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 5;Aarhus N;8200;1;15/08/2022;30/06/2023;77;103200;107328;1340;1394;1;2004;4;52;30/03/2023;7;21;21;;0;1;;21;Both
180-10-35-14;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 5;Aarhus N;8200;0;01/07/2023;;77;105600;105600;1371;1371;1;2004;4;52;;4;25;27;;1;0;;26;Both
180-10-36-2;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 6;Aarhus N;8200;1;01/09/2009;31/07/2013;79;89340;102516;1131;1298;1;2004;4;52;30/04/2013;43;20;;;1;;;20;Female
180-10-36-4;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 6;Aarhus N;8200;1;01/08/2013;31/07/2015;79;97320;103248;1232;1307;1;2004;4;52;30/04/2015;20;23;23;;0;0;;23;Male
180-10-36-6;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 6;Aarhus N;8200;1;01/08/2015;29/02/2016;79;100140;102648;1268;1299;1;2004;4;52;29/11/2015;3;;;;;;;;
180-10-36-8;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 6;Aarhus N;8200;1;01/03/2016;31/12/2017;79;102648;103368;1299;1308;1;2004;4;52;30/09/2017;18;20;21;;0;0;;21;Male
180-10-36-10;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 6;Aarhus N;8200;1;01/10/2017;31/12/2017;79;103368;103368;1308;1308;1;2004;4;52;30/09/2017;73;38;;;1;;;38;Female
180-10-36-12;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 6;Aarhus N;8200;1;16/12/2017;30/04/2018;79;103368;103368;1308;1308;1;2004;4;52;30/01/2018;1;21;19;;0;1;;20;Both
180-10-36-14;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 6;Aarhus N;8200;1;16/04/2018;30/11/2020;79;103368;105714,96;1308;1338;1;2004;4;52;30/08/2020;28;22;;;1;;;22;Female
180-10-36-18;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 6;Aarhus N;8200;1;15/01/2021;30/09/2023;79;98400;105694,56;1246;1338;1;2004;4;52;30/06/2023;29;26;;;0;;;26;Male
180-10-36-22;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 6;Aarhus N;8200;0;01/11/2023;;79;106800;106800;1352;1352;1;2004;4;52;;0;21;28;;1;0;;25;Both
180-10-37-2;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 7;Aarhus N;8200;1;01/12/2007;31/10/2009;79;86316;92472;1093;1171;1;2004;4;52;31/07/2009;19;42;;;0;;;42;Male
180-10-37-4;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 7;Aarhus N;8200;1;01/11/2009;29/02/2012;79;89340;95700;1131;1211;1;2004;4;52;29/11/2011;24;21;101;20;0;0;0;47;Male
180-10-37-6;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 7;Aarhus N;8200;1;01/03/2012;31/08/2016;79;92460;92064;1170;1165;1;2004;4;52;31/05/2016;50;27;27;;1;0;;27;Both
180-10-37-8;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 7;Aarhus N;8200;1;01/08/2016;31/12/2018;79;92064;107400;1165;1359;1;2004;4;52;30/09/2018;25;20;;;1;;;20;Female
180-10-37-10;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 7;Aarhus N;8200;1;01/12/2018;31/10/2019;79;107400;107400;1359;1359;1;2004;4;52;31/07/2019;7;21;20;;1;1;;21;Female
180-10-37-12;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 7;Aarhus N;8200;1;01/11/2019;31/10/2021;79;107400;107607,12;1359;1362;1;2004;4;52;31/07/2021;20;25;24;;1;0;;25;Both
180-10-37-14;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 7;Aarhus N;8200;0;01/11/2021;;79;99600;106463,88;1261;1348;1;2004;4;52;;24;26;25;;0;1;;26;Both
180-10-38-2;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 8;Aarhus N;8200;1;01/07/2008;31/03/2013;77;89340;106104;1160;1378;1;2004;4;52;31/12/2012;53;21;;;1;;;21;Female
180-10-38-4;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 8;Aarhus N;8200;1;01/04/2013;31/12/2015;77;97320;103248;1264;1341;1;2004;4;52;30/09/2015;29;23;23;;1;0;;23;Both
180-10-38-6;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 8;Aarhus N;8200;1;15/11/2015;28/02/2017;77;103248;102648;1341;1333;1;2004;4;52;28/11/2016;12;;;;;;;;
180-10-38-8;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 8;Aarhus N;8200;1;01/02/2017;31/05/2023;77;102648;113658,36;1333;1476;1;2004;4;52;28/02/2023;72;30;21;;0;0;;26;Male
180-10-38-10;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 8;Aarhus N;8200;0;01/06/2023;;77;105600;105600;1371;1371;1;2004;4;52;;5;19;;;0;;;19;Male
180-10-39-2;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 9;Aarhus N;8200;1;01/07/2007;31/07/2010;77;84456;93636;1097;1216;1;2004;4;52;30/04/2010;33;19;;;1;;;19;Female
180-10-39-4;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 9;Aarhus N;8200;1;01/08/2010;28/02/2011;77;89340;92016;1160;1195;1;2004;4;52;28/11/2010;3;35;;;0;;;35;Male
180-10-39-6;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 9;Aarhus N;8200;1;01/02/2011;31/08/2011;77;92016;92016;1195;1195;1;2004;4;52;31/05/2011;3;;;;;;;;
180-10-39-8;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 9;Aarhus N;8200;1;01/09/2011;28/02/2013;77;92016;97620;1195;1268;1;2004;4;52;28/11/2012;14;20;19;;0;0;;20;Male
180-10-39-10;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 9;Aarhus N;8200;1;01/03/2013;30/09/2020;77;97320;119688;1264;1554;1;2004;4;52;30/06/2020;87;14;15;;1;1;;15;Female
180-10-39-12;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 9;Aarhus N;8200;1;01/10/2020;31/08/2022;77;119688;126869,28;1554;1648;1;2004;4;52;31/05/2022;19;19;21;;0;0;;20;Male
180-10-39-14;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 9;Aarhus N;8200;1;01/09/2022;31/12/2023;77;103200;103200;1340;1340;1;2004;4;52;30/09/2023;12;49;;;1;;;49;Female
180-10-40-2;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 10;Aarhus N;8200;1;01/12/2008;31/03/2010;77;89340;92472;1160;1201;1;2004;4;52;31/12/2009;12;20;18;20;0;0;0;19;Male
180-10-40-4;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 10;Aarhus N;8200;1;01/04/2010;28/02/2014;77;92016;103572;1195;1345;1;2004;4;52;28/11/2013;43;20;20;20;1;1;1;20;Female
180-10-40-6;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 10;Aarhus N;8200;1;01/03/2014;30/06/2015;77;103572;106680;1345;1385;1;2004;4;52;30/03/2015;12;24;24;24;1;1;1;24;Female
180-10-40-8;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 10;Aarhus N;8200;1;01/07/2015;31/08/2016;77;100140;104064;1301;1351;1;2004;4;52;31/05/2016;10;24;25;;1;0;;25;Both
180-10-40-10;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 10;Aarhus N;8200;1;01/08/2016;30/09/2022;77;104064;116464,68;1351;1513;1;2004;4;52;30/06/2022;70;22;12;;0;1;;17;Both
180-10-40-12;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 10;Aarhus N;8200;0;01/10/2022;;77;102000;102000;1325;1325;1;2004;4;52;;13;;;;;;;;
180-10-41-2;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 11;Aarhus N;8200;1;01/02/2009;30/06/2009;85;91128;91128;1072;1072;1;2004;4;52;30/03/2009;1;26;27;;1;0;;27;Both
180-10-41-4;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 11;Aarhus N;8200;1;01/07/2009;31/05/2010;85;91128;93864;1072;1104;1;2004;4;52;28/02/2010;7;19;20;19;1;1;1;19;Female
180-10-41-6;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 11;Aarhus N;8200;1;01/06/2010;31/07/2011;85;93864;95124;1104;1119;1;2004;4;52;30/04/2011;10;20;20;20;0;0;0;20;Male
180-10-41-8;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 11;Aarhus N;8200;1;01/07/2011;31/07/2012;85;95124;95124;1119;1119;1;2004;4;52;30/04/2012;9;21;22;;1;0;;22;Both
180-10-41-10;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 11;Aarhus N;8200;1;15/07/2012;31/07/2019;85;95124;117000;1119;1376;1;2004;4;52;30/04/2019;81;19;;;0;;;19;Male
180-10-41-12;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 11;Aarhus N;8200;1;01/08/2019;31/07/2022;85;111000;112500;1306;1324;1;2004;4;52;30/04/2022;32;22;22;;0;0;;22;Male
180-10-41-14;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 11;Aarhus N;8200;0;01/08/2022;;85;110400;114816;1299;1351;1;2004;4;52;;15;26;24;;0;1;;25;Both
180-10-42-2;Skejbyparken 18-62;Skejby Parken 42;Aarhus N;8200;1;01/03/2008;31/10/2009;34;50592;50592;1488;1488;St;2004;1;52;31/07/2009;16;25;;;0;;;25;Male
180-10-42-4;Skejbyparken 18-62;Skejby Parken 42;Aarhus N;8200;1;01/11/2009;30/11/2015;34;50592;60408;1488;1777;St;2004;1;52;30/08/2015;69;22;;;0;;;22;Male
180-10-42-6;Skejbyparken 18-62;Skejby Parken 42;Aarhus N;8200;1;01/12/2015;31/12/2016;34;60408;60408;1777;1777;St;2004;1;52;30/09/2016;9;22;;;0;;;22;Male
180-10-42-8;Skejbyparken 18-62;Skejby Parken 42;Aarhus N;8200;1;01/01/2017;31/07/2019;34;54408;55704,72;1600;1638;St;2004;1;52;30/04/2019;27;;;;;;;;
180-10-42-10;Skejbyparken 18-62;Skejby Parken 42;Aarhus N;8200;1;01/08/2019;31/03/2022;34;55800;56554,08;1641;1663;St;2004;1;52;31/12/2021;28;57;;;1;;;57;Female
180-10-42-12;Skejbyparken 18-62;Skejby Parken 42;Aarhus N;8200;0;01/04/2022;;34;58800;61152;1729;1799;St;2004;1;52;;19;26;;;0;;;26;Male
180-10-43-2;Skejbyparken 18-62;Skejby Parken 44;Aarhus N;8200;1;01/09/2009;30/06/2010;62;76320;78996;1231;1274;St;2004;3;52;30/03/2010;6;31;38;;1;0;;35;Both
180-10-43-4;Skejbyparken 18-62;Skejby Parken 44;Aarhus N;8200;1;01/07/2010;28/02/2013;62;78804;86112;1271;1389;St;2004;3;52;28/11/2012;28;51;;;1;;;51;Female
180-10-43-6;Skejbyparken 18-62;Skejby Parken 44;Aarhus N;8200;1;01/03/2013;31/01/2017;62;83196;90912;1342;1466;St;2004;3;52;31/10/2016;43;33;;;1;;;33;Female
180-10-43-8;Skejbyparken 18-62;Skejby Parken 44;Aarhus N;8200;1;01/12/2016;31/08/2019;62;90912;99000;1466;1597;St;2004;3;52;31/05/2019;29;30;;;1;;;30;Female
180-10-43-10;Skejbyparken 18-62;Skejby Parken 44;Aarhus N;8200;1;01/08/2019;28/02/2021;62;99000;99096;1597;1598;St;2004;3;52;28/11/2020;15;29;29;;0;1;;29;Both
180-10-43-12;Skejbyparken 18-62;Skejby Parken 44;Aarhus N;8200;1;01/01/2021;31/08/2021;62;99096;100200;1598;1616;St;2004;3;52;31/05/2021;4;23;19;;0;1;;21;Both
180-10-43-14;Skejbyparken 18-62;Skejby Parken 44;Aarhus N;8200;1;01/07/2021;31/12/2022;62;100200;106800;1616;1723;St;2004;3;52;30/09/2022;14;21;21;;1;1;;21;Female
180-10-43-16;Skejbyparken 18-62;Skejby Parken 44;Aarhus N;8200;0;01/11/2022;;62;106800;106800;1723;1723;St;2004;3;52;;12;24;24;;1;0;;24;Both
180-10-44-2;Skejbyparken 18-62;Skejby Parken 46;Aarhus N;8200;1;01/11/2007;30/04/2011;69;78864;81228;1143;1177;St;2004;3;52;30/01/2011;38;;;;;;;;
180-10-44-4;Skejbyparken 18-62;Skejby Parken 46;Aarhus N;8200;1;01/05/2011;31/05/2022;69;83196;105600;1206;1530;St;2004;3;52;28/02/2022;129;34;;;1;;;34;Female
180-10-44-6;Skejbyparken 18-62;Skejby Parken 46;Aarhus N;8200;1;01/05/2022;31/08/2023;69;105600;109824;1530;1592;St;2004;3;52;31/05/2023;12;26;26;;1;0;;26;Both
180-10-44-8;Skejbyparken 18-62;Skejby Parken 46;Aarhus N;8200;0;01/09/2023;;69;105600;105600;1530;1530;St;2004;3;52;;2;23;;;1;;;23;Female
180-10-45-2;Skejbyparken 18-62;Skejby Parken 48;Aarhus N;8200;1;01/08/2006;31/05/2009;81;88800;91908;1096;1135;St;2004;4;52;28/02/2009;30;19;;;0;;;19;Male
180-10-45-4;Skejbyparken 18-62;Skejby Parken 48;Aarhus N;8200;1;01/06/2009;30/09/2010;81;91908;95124;1135;1174;St;2004;4;52;30/06/2010;12;22;24;24;0;1;0;23;Both
180-10-45-6;Skejbyparken 18-62;Skejby Parken 48;Aarhus N;8200;1;01/09/2010;30/09/2012;81;91908;91908;1135;1135;St;2004;4;52;30/06/2012;21;;;;;;;;
180-10-45-8;Skejbyparken 18-62;Skejby Parken 48;Aarhus N;8200;1;01/10/2012;30/06/2014;81;97320;103248;1201;1275;St;2004;4;52;30/03/2014;17;21;;;0;;;21;Male
180-10-45-10;Skejbyparken 18-62;Skejby Parken 48;Aarhus N;8200;0;01/07/2014;;81;102252;127692;1262;1576;St;2004;4;52;;112;44;;;0;;;44;Male
180-10-46-2;Skejbyparken 18-62;Skejbyparken 50;Aarhus N;8200;1;01/07/2008;30/09/2017;79;91284;112512;1155;1424;St;2004;4;52;30/06/2017;107;31;31;;1;0;;31;Both
180-10-46-4;Skejbyparken 18-62;Skejbyparken 50;Aarhus N;8200;1;16/08/2017;31/07/2020;79;112512;114726,72;1424;1452;St;2004;4;52;30/04/2020;32;22;23;;1;0;;23;Both
180-10-46-6;Skejbyparken 18-62;Skejbyparken 50;Aarhus N;8200;1;01/08/2020;31/07/2022;79;114000;115429,08;1443;1461;St;2004;4;52;30/04/2022;20;22;;;0;;;22;Male
180-10-46-8;Skejbyparken 18-62;Skejbyparken 50;Aarhus N;8200;0;01/08/2022;;79;110400;114816;1397;1453;St;2004;4;52;;15;24;;;0;;;24;Male
180-10-47-2;Skejbyparken 18-62;Skejby Parken 52;Aarhus N;8200;1;01/05/2008;31/01/2011;79;91284;97788;1155;1238;St;2004;4;52;31/10/2010;29;41;;;1;;;41;Female
180-10-47-4;Skejbyparken 18-62;Skejby Parken 52;Aarhus N;8200;1;01/02/2011;30/09/2013;79;94488;100248;1196;1269;St;2004;4;52;30/06/2013;28;26;26;;1;0;;26;Both
180-10-47-6;Skejbyparken 18-62;Skejby Parken 52;Aarhus N;8200;1;01/10/2013;30/06/2014;79;100248;100248;1269;1269;St;2004;4;52;30/03/2014;5;32;30;;0;0;;31;Male
180-10-47-8;Skejbyparken 18-62;Skejby Parken 52;Aarhus N;8200;1;01/06/2014;31/10/2020;79;100248;119700;1269;1515;St;2004;4;52;31/07/2020;73;28;28;;1;0;;28;Both
180-10-47-10;Skejbyparken 18-62;Skejby Parken 52;Aarhus N;8200;0;01/01/2021;;79;107940;115172,04;1366;1458;St;2004;4;52;;34;27;27;;1;0;;27;Both
180-10-48-2;Skejbyparken 18-62;Skejby Parken 54;Aarhus N;8200;1;01/04/2007;31/07/2010;81;88800;98460;1096;1216;St;2004;4;52;30/04/2010;36;27;;;1;;;27;Female
180-10-48-4;Skejbyparken 18-62;Skejby Parken 54;Aarhus N;8200;1;01/08/2010;31/01/2015;81;95124;107064;1174;1322;St;2004;4;52;31/10/2014;50;24;;;0;;;24;Male
180-10-48-6;Skejbyparken 18-62;Skejby Parken 54;Aarhus N;8200;1;01/02/2015;31/03/2020;81;104292;115140;1288;1421;St;2004;4;52;31/12/2019;58;29;26;;0;1;;28;Both
180-10-48-8;Skejbyparken 18-62;Skejby Parken 54;Aarhus N;8200;1;01/04/2020;31/03/2021;81;115140;115140;1421;1421;St;2004;4;52;31/12/2020;8;30;36;;1;0;;33;Both
180-10-48-10;Skejbyparken 18-62;Skejby Parken 54;Aarhus N;8200;1;01/04/2021;30/04/2022;81;110400;110400;1363;1363;St;2004;4;52;30/01/2022;9;54;53;;0;1;;54;Both
180-10-48-12;Skejbyparken 18-62;Skejby Parken 54;Aarhus N;8200;1;01/05/2022;30/11/2022;81;110400;110400;1363;1363;St;2004;4;52;30/08/2022;3;20;18;;0;1;;19;Both
180-10-48-14;Skejbyparken 18-62;Skejby Parken 54;Aarhus N;8200;0;01/11/2022;;81;110400;110400;1363;1363;St;2004;4;52;;12;29;26;;1;0;;28;Both
180-10-49-2;Skejbyparken 18-62;Skejby Parken 56;Aarhus N;8200;1;15/08/2008;28/02/2011;81;89340;99048;1103;1223;St;2004;4;52;28/11/2010;27;;;;;;;;
180-10-49-4;Skejbyparken 18-62;Skejby Parken 56;Aarhus N;8200;1;01/03/2011;31/08/2012;81;94488;94488;1167;1167;St;2004;4;52;31/05/2012;14;28;;;1;;;28;Female
180-10-49-6;Skejbyparken 18-62;Skejby Parken 56;Aarhus N;8200;1;01/09/2012;30/06/2013;81;97320;100248;1201;1238;St;2004;4;52;30/03/2013;6;;;;;;;;
180-10-49-8;Skejbyparken 18-62;Skejby Parken 56;Aarhus N;8200;1;01/06/2013;31/08/2015;81;100248;104292;1238;1288;St;2004;4;52;31/05/2015;23;31;32;;1;0;;32;Both
180-10-49-10;Skejbyparken 18-62;Skejby Parken 56;Aarhus N;8200;1;01/07/2015;30/04/2020;81;104292;115140;1288;1421;St;2004;4;52;30/01/2020;54;26;26;;1;0;;26;Both
180-10-49-12;Skejbyparken 18-62;Skejby Parken 56;Aarhus N;8200;1;01/08/2020;28/02/2023;81;114000;123893,88;1407;1530;St;2004;4;52;28/11/2022;27;20;22;;0;0;;21;Male
180-10-49-14;Skejbyparken 18-62;Skejby Parken 56;Aarhus N;8200;1;01/03/2023;31/08/2023;81;110400;110400;1363;1363;St;2004;4;52;31/05/2023;2;27;26;;0;0;;27;Male
180-10-49-16;Skejbyparken 18-62;Skejby Parken 56;Aarhus N;8200;0;01/09/2023;;81;114000;114000;1407;1407;St;2004;4;52;;2;25;28;;1;0;;27;Both
180-10-50-2;Skejbyparken 18-62;Skejby Parken 58;Aarhus N;8200;1;15/05/2009;31/10/2011;79;86316;45780;1093;579;St;2004;4;52;31/07/2011;26;30;;;1;;;30;Female
180-10-50-4;Skejbyparken 18-62;Skejby Parken 58;Aarhus N;8200;1;01/11/2011;31/05/2015;79;94488;106356;1196;1346;St;2004;4;52;28/02/2015;39;29;26;;0;1;;28;Both
180-10-50-6;Skejbyparken 18-62;Skejby Parken 58;Aarhus N;8200;1;01/06/2015;31/12/2016;79;100248;102756;1269;1301;St;2004;4;52;30/09/2016;15;31;29;;0;1;;30;Both
180-10-50-8;Skejbyparken 18-62;Skejby Parken 58;Aarhus N;8200;0;01/01/2017;;79;102756;111684;1301;1414;St;2004;4;52;;82;27;;;1;;;27;Female
180-10-51-2;Skejbyparken 18-62;Skejby Parken 60;Aarhus N;8200;1;15/04/2008;30/09/2010;79;91908;95124;1163;1204;St;2004;4;52;30/06/2010;26;29;29;;0;1;;29;Both
180-10-51-4;Skejbyparken 18-62;Skejby Parken 60;Aarhus N;8200;1;01/09/2010;30/09/2012;79;95124;97320;1204;1232;St;2004;4;52;30/06/2012;21;28;26;;1;0;;27;Both
180-10-51-6;Skejbyparken 18-62;Skejby Parken 60;Aarhus N;8200;1;15/09/2012;31/07/2016;79;97320;109536;1232;1387;St;2004;4;52;30/04/2016;43;25;25;;1;0;;25;Both
180-10-51-8;Skejbyparken 18-62;Skejby Parken 60;Aarhus N;8200;1;01/09/2016;30/09/2022;79;106800;111355,92;1352;1410;St;2004;4;52;30/06/2022;69;28;26;;1;0;;27;Both
180-10-51-10;Skejbyparken 18-62;Skejby Parken 60;Aarhus N;8200;0;01/11/2022;;79;110400;110400;1397;1397;St;2004;4;52;;12;33;33;;1;0;;33;Both
180-10-52-2;Skejbyparken 18-62;Skejby Parken 62;Aarhus N;8200;1;01/08/2009;31/10/2014;81;91284;108420;1127;1339;St;2004;4;52;31/07/2014;59;29;29;;0;1;;29;Both
180-10-52-4;Skejbyparken 18-62;Skejby Parken 62;Aarhus N;8200;1;15/11/2014;30/11/2016;81;106140;110424;1310;1363;St;2004;4;52;30/08/2016;21;31;30;;0;1;;31;Both
180-10-52-6;Skejbyparken 18-62;Skejby Parken 62;Aarhus N;8200;0;01/12/2016;;81;102000;111785,52;1259;1380;St;2004;4;52;;83;;;;;;;;
